Município,Data,Casos Acumulados,Casos Novos,Óbitos Acumulados,Óbitos novos
Bauru,10/06/2020,431,16,17,2
Bauru,10/06/2021,40937,335,931,4
Bauru,10/07/2020,1939,55,38,1
Bauru,10/07/2021,47889,65,1103,0
Bauru,10/08/2020,4770,3,92,0
Bauru,10/08/2021,51155,84,1200,3
Bauru,10/09/2020,7802,159,155,3
Bauru,10/10/2020,11943,250,213,2
Bauru,10/11/2020,14063,0,250,0
Bauru,10/12/2020,16712,78,278,0
Bauru,11/01/2021,19196,1,312,0
Bauru,11/02/2021,23828,140,387,2
Bauru,11/03/2021,26840,102,457,4
Bauru,11/04/2020,10,-1,1,0
Bauru,11/04/2021,31186,112,652,4
Bauru,11/05/2020,167,0,10,0
Bauru,11/05/2021,36303,117,803,11
Bauru,11/06/2020,467,36,17,0
Bauru,11/06/2021,41261,324,941,10
Bauru,11/07/2020,1983,44,42,4
Bauru,11/07/2021,47987,98,1104,1
Bauru,11/08/2020,4831,61,95,3
Bauru,11/08/2021,51277,122,1200,0
Bauru,11/09/2020,7944,142,157,2
Bauru,11/10/2020,11978,35,213,0
Bauru,11/11/2020,14531,468,252,2
Bauru,11/12/2020,16864,152,280,2
Bauru,12/01/2021,19305,109,319,7
Bauru,12/02/2021,23990,162,389,2
Bauru,12/03/2021,26987,147,459,2
Bauru,12/04/2020,10,0,1,0
Bauru,12/04/2021,31221,35,652,0
Bauru,12/05/2020,172,5,10,0
Bauru,12/05/2021,36630,327,807,4
Bauru,12/06/2020,469,2,17,0
Bauru,12/06/2021,41592,331,952,11
Bauru,12/07/2020,2032,49,42,0
Bauru,12/07/2021,48020,33,1104,0
Bauru,12/08/2020,4922,91,103,8
Bauru,12/08/2021,51368,91,1206,6
Bauru,12/09/2020,8114,170,159,2
Bauru,12/10/2020,11981,3,213,0
Bauru,12/11/2020,14593,62,255,3
Bauru,12/12/2020,16918,54,280,0
Bauru,13/01/2021,19584,279,321,2
Bauru,13/02/2021,24186,196,392,3
Bauru,13/03/2021,27062,75,462,3
Bauru,13/04/2020,10,0,1,0
Bauru,13/04/2021,31386,165,670,18
Bauru,13/05/2020,183,11,11,1
Bauru,13/05/2021,36721,91,810,3
Bauru,13/06/2020,479,10,17,0
Bauru,13/06/2021,42154,562,954,2
Bauru,13/07/2020,2035,3,42,0
Bauru,13/07/2021,48132,112,1111,7
Bauru,13/08/2020,5024,102,106,3
Bauru,13/08/2021,51498,130,1208,2
Bauru,13/09/2020,8118,4,159,0
Bauru,13/10/2020,11981,0,213,0
Bauru,13/11/2020,14697,104,255,0
Bauru,13/12/2020,16918,0,280,0
Bauru,14/01/2021,19837,253,322,1
Bauru,14/02/2021,24216,30,392,0
Bauru,14/03/2021,27152,90,462,0
Bauru,14/04/2020,13,3,1,0
Bauru,14/04/2021,31570,184,678,8
Bauru,14/05/2020,195,12,11,0
Bauru,14/05/2021,36853,132,813,3
Bauru,14/06/2020,489,10,17,0
Bauru,14/06/2021,42197,43,956,2
Bauru,14/07/2020,2097,62,45,3
Bauru,14/07/2021,48342,210,1115,4
Bauru,14/08/2020,5184,160,110,4
Bauru,14/08/2021,51609,111,1210,2
Bauru,14/09/2020,8118,0,159,0
Bauru,14/10/2020,12107,126,216,3
Bauru,14/11/2020,14770,73,257,2
Bauru,14/12/2020,16921,3,280,0
Bauru,15/01/2021,20010,173,323,1
Bauru,15/02/2021,24228,12,392,0
Bauru,15/03/2021,27171,19,462,0
Bauru,15/04/2020,21,8,2,1
Bauru,15/04/2021,31745,175,683,5
Bauru,15/05/2020,214,19,11,0
Bauru,15/05/2021,37018,165,817,4
Bauru,15/06/2020,489,0,17,0
Bauru,15/06/2021,42637,440,966,10
Bauru,15/07/2020,2160,63,47,2
Bauru,15/07/2021,48391,49,1118,3
Bauru,15/08/2020,5286,102,112,2
Bauru,15/08/2021,51698,89,1210,0
Bauru,15/09/2020,8373,255,164,5
Bauru,15/10/2020,12200,93,220,4
Bauru,15/11/2020,14795,25,257,0
Bauru,15/12/2020,16954,33,284,4
Bauru,16/01/2021,20267,257,323,0
Bauru,16/02/2021,24368,140,396,4
Bauru,16/03/2021,27352,181,473,11
Bauru,16/04/2020,23,2,3,1
Bauru,16/04/2021,32040,295,687,4
Bauru,16/05/2020,220,6,12,1
Bauru,16/05/2021,37315,297,820,3
Bauru,16/06/2020,508,19,17,0
Bauru,16/06/2021,43084,447,972,6
Bauru,16/07/2020,2193,33,47,0
Bauru,16/07/2021,48467,76,1124,6
Bauru,16/08/2020,5313,27,112,0
Bauru,16/08/2021,51709,11,1210,0
Bauru,16/09/2020,8561,188,165,1
Bauru,16/10/2020,12342,142,224,4
Bauru,16/11/2020,14799,4,257,0
Bauru,16/12/2020,16954,0,284,0
Bauru,17/01/2021,20437,170,323,0
Bauru,17/02/2021,24520,152,398,2
Bauru,17/03/2021,27449,97,476,3
Bauru,17/04/2020,33,10,4,1
Bauru,17/04/2021,32233,193,691,4
Bauru,17/05/2020,219,-1,13,1
Bauru,17/05/2021,37338,23,820,0
Bauru,17/06/2020,518,10,19,2
Bauru,17/06/2021,43292,208,979,7
Bauru,17/07/2020,2216,23,50,3
Bauru,17/07/2021,48467,0,1124,0
Bauru,17/08/2020,5316,3,112,0
Bauru,17/08/2021,51754,45,1213,3
Bauru,17/09/2020,8722,161,165,0
Bauru,17/10/2020,12518,176,226,2
Bauru,17/11/2020,14876,77,259,2
Bauru,17/12/2020,17225,271,284,0
Bauru,18/01/2021,20454,17,323,0
Bauru,18/02/2021,24630,110,398,0
Bauru,18/03/2021,27583,134,480,4
Bauru,18/04/2020,50,17,3,-1
Bauru,18/04/2021,32299,66,691,0
Bauru,18/05/2020,219,0,13,0
Bauru,18/05/2021,37416,78,828,8
Bauru,18/06/2020,523,5,20,1
Bauru,18/06/2021,43632,340,983,4
Bauru,18/07/2020,2220,4,56,6
Bauru,18/07/2021,48776,309,1129,5
Bauru,18/08/2020,5420,104,116,4
Bauru,18/08/2021,51862,108,1214,1
Bauru,18/09/2020,8871,149,166,1
Bauru,18/10/2020,12595,77,226,0
Bauru,18/11/2020,14929,53,260,1
Bauru,18/12/2020,17327,102,284,0
Bauru,19/01/2021,20761,307,328,5
Bauru,19/02/2021,24756,126,401,3
Bauru,19/03/2021,27705,122,489,9
Bauru,19/04/2020,56,6,3,0
Bauru,19/04/2021,32310,11,691,0
Bauru,19/05/2020,229,10,12,-1
Bauru,19/05/2021,37652,236,834,6
Bauru,19/06/2020,672,149,20,0
Bauru,19/06/2021,43901,269,993,10
Bauru,19/07/2020,2505,285,56,0
Bauru,19/07/2021,48792,16,1129,0
Bauru,19/08/2020,5553,133,116,0
Bauru,19/08/2021,51920,58,1214,0
Bauru,19/09/2020,9081,210,170,4
Bauru,19/10/2020,12631,36,226,0
Bauru,19/11/2020,15010,81,261,1
Bauru,19/12/2020,17495,168,284,0
Bauru,20/01/2021,20899,138,333,5
Bauru,20/02/2021,24918,162,402,1
Bauru,20/03/2021,27873,168,500,11
Bauru,20/04/2020,58,2,3,0
Bauru,20/04/2021,32478,168,700,9
Bauru,20/05/2020,234,5,12,0
Bauru,20/05/2021,37841,189,840,6
Bauru,20/06/2020,775,103,20,0
Bauru,20/06/2021,44221,320,1000,7
Bauru,20/07/2020,2505,0,56,0
Bauru,20/07/2021,48871,79,1138,9
Bauru,20/08/2020,5731,178,119,3
Bauru,20/08/2021,52029,109,1214,0
Bauru,20/09/2020,9230,149,170,0
Bauru,20/10/2020,12686,55,232,6
Bauru,20/11/2020,15187,177,261,0
Bauru,20/12/2020,17495,0,284,0
Bauru,21/01/2021,21035,136,335,2
Bauru,21/02/2021,24930,12,402,0
Bauru,21/03/2021,27965,92,500,0
Bauru,21/04/2020,58,0,3,0
Bauru,21/04/2021,32683,205,708,8
Bauru,21/05/2020,238,4,12,0
Bauru,21/05/2021,38099,258,841,1
Bauru,21/06/2020,839,64,20,0
Bauru,21/06/2021,44257,36,1005,5
Bauru,21/07/2020,2611,106,56,0
Bauru,21/07/2021,49169,298,1141,3
Bauru,21/08/2020,5803,72,121,2
Bauru,21/08/2021,52095,66,1216,2
Bauru,21/09/2020,9231,1,169,-1
Bauru,21/10/2020,12756,70,234,2
Bauru,21/11/2020,15213,26,261,0
Bauru,21/12/2020,17500,5,284,0
Bauru,22/01/2021,21238,203,338,3
Bauru,22/02/2021,24937,7,402,0
Bauru,22/03/2021,27982,17,500,0
Bauru,22/04/2020,58,0,3,0
Bauru,22/04/2021,32726,43,708,0
Bauru,22/05/2020,243,5,12,0
Bauru,22/05/2021,38237,138,845,4
Bauru,22/06/2020,839,0,20,0
Bauru,22/06/2021,44604,347,1018,13
Bauru,22/07/2020,2737,126,57,1
Bauru,22/07/2021,49307,138,1144,3
Bauru,22/08/2020,6040,237,123,2
Bauru,22/08/2021,52127,32,1216,0
Bauru,22/09/2020,9408,177,176,7
Bauru,22/10/2020,12811,55,236,2
Bauru,22/11/2020,15278,65,261,0
Bauru,22/12/2020,17584,84,288,4
Bauru,23/01/2021,21426,188,338,0
Bauru,23/02/2021,25073,136,403,1
Bauru,23/03/2021,28210,228,512,12
Bauru,23/04/2020,61,3,5,2
Bauru,23/04/2021,33070,344,721,13
Bauru,23/05/2020,252,9,12,0
Bauru,23/05/2021,38297,60,846,1
Bauru,23/06/2020,886,47,20,0
Bauru,23/06/2021,44881,277,1029,11
Bauru,23/07/2020,2911,174,59,2
Bauru,23/07/2021,49467,160,1146,2
Bauru,23/08/2020,6072,32,123,0
Bauru,23/08/2021,52130,3,1216,0
Bauru,23/09/2020,9617,209,177,1
Bauru,23/10/2020,13006,195,238,2
Bauru,23/11/2020,15288,10,261,0
Bauru,23/12/2020,17667,83,289,1
Bauru,24/01/2021,21548,122,338,0
Bauru,24/02/2021,25219,146,406,3
Bauru,24/03/2021,28457,247,515,3
Bauru,24/04/2020,63,2,6,1
Bauru,24/04/2021,33365,295,728,7
Bauru,24/05/2020,252,0,12,0
Bauru,24/05/2021,38309,12,846,0
Bauru,24/06/2020,983,97,23,3
Bauru,24/06/2021,45112,231,1037,8
Bauru,24/07/2020,3022,111,59,0
Bauru,24/07/2021,49558,91,1154,8
Bauru,24/08/2020,6074,2,123,0
Bauru,24/08/2021,52173,43,1217,1
Bauru,24/09/2020,9804,187,180,3
Bauru,24/10/2020,13209,203,240,2
Bauru,24/11/2020,15343,55,267,6
Bauru,24/12/2020,17777,110,291,2
Bauru,25/01/2021,21555,7,338,0
Bauru,25/02/2021,25280,61,412,6
Bauru,25/03/2021,28591,134,532,17
Bauru,25/04/2020,69,6,6,0
Bauru,25/04/2021,33556,191,728,0
Bauru,25/05/2020,253,1,12,0
Bauru,25/05/2021,38548,239,853,7
Bauru,25/06/2020,1075,92,23,0
Bauru,25/06/2021,45420,308,1041,4
Bauru,25/07/2020,3069,47,60,1
Bauru,25/07/2021,49615,57,1154,0
Bauru,25/08/2020,6301,227,124,1
Bauru,25/08/2021,52186,13,1218,1
Bauru,25/09/2020,9977,173,183,3
Bauru,25/10/2020,13372,163,240,0
Bauru,25/11/2020,15492,149,267,0
Bauru,25/12/2020,17823,46,291,0
Bauru,26/01/2021,21777,222,344,6
Bauru,26/02/2021,25362,82,412,0
Bauru,26/03/2021,28873,282,538,6
Bauru,26/04/2020,78,9,6,0
Bauru,26/04/2021,33571,15,728,0
Bauru,26/05/2020,253,0,12,0
Bauru,26/05/2021,38702,154,856,3
Bauru,26/06/2020,1117,42,25,2
Bauru,26/06/2021,45604,184,1044,3
Bauru,26/07/2020,3194,125,60,0
Bauru,26/07/2021,49621,6,1154,0
Bauru,26/08/2020,6417,116,131,7
Bauru,26/08/2021,52308,122,1221,3
Bauru,26/09/2020,10219,242,185,2
Bauru,26/10/2020,13379,7,240,0
Bauru,26/11/2020,15536,44,267,0
Bauru,26/12/2020,17823,0,291,0
Bauru,27/01/2021,21958,181,346,2
Bauru,27/02/2021,25448,86,417,5
Bauru,27/03/2020,0,0,0,0
Bauru,27/03/2021,29041,168,547,9
Bauru,27/04/2020,79,1,6,0
Bauru,27/04/2021,33853,282,740,12
Bauru,27/05/2020,264,11,13,1
Bauru,27/05/2021,38826,124,869,13
Bauru,27/06/2020,1204,87,26,1
Bauru,27/06/2021,45784,180,1045,1
Bauru,27/07/2020,3196,2,60,0
Bauru,27/07/2021,49746,125,1157,3
Bauru,27/08/2020,6548,131,134,3
Bauru,27/08/2021,52339,31,1223,2
Bauru,27/09/2020,10302,83,185,0
Bauru,27/10/2020,13487,108,244,4
Bauru,27/11/2020,15557,21,268,1
Bauru,27/12/2020,17823,0,291,0
Bauru,28/01/2021,22144,186,350,4
Bauru,28/02/2021,25518,70,417,0
Bauru,28/03/2020,0,0,0,0
Bauru,28/03/2021,29287,246,548,1
Bauru,28/04/2020,85,6,6,0
Bauru,28/04/2021,34092,239,747,7
Bauru,28/05/2020,267,3,13,0
Bauru,28/05/2021,38831,5,873,4
Bauru,28/06/2020,1278,74,26,0
Bauru,28/06/2021,45822,38,1045,0
Bauru,28/07/2020,3196,0,60,0
Bauru,28/07/2021,49877,131,1163,6
Bauru,28/08/2020,6744,196,135,1
Bauru,28/08/2021,52400,61,1223,0
Bauru,28/09/2020,10305,3,185,0
Bauru,28/10/2020,13672,185,244,0
Bauru,28/11/2020,15593,36,268,0
Bauru,28/12/2020,17828,5,291,0
Bauru,29/01/2021,22361,217,353,3
Bauru,29/03/2020,0,0,0,0
Bauru,29/03/2021,29300,13,548,0
Bauru,29/04/2020,92,7,6,0
Bauru,29/04/2021,34311,219,755,8
Bauru,29/05/2020,276,9,15,2
Bauru,29/05/2021,39036,205,880,7
Bauru,29/06/2020,1282,4,26,0
Bauru,29/06/2021,45991,169,1053,8
Bauru,29/07/2020,3314,118,61,1
Bauru,29/07/2021,49988,111,1173,10
Bauru,29/08/2020,6822,78,136,1
Bauru,29/08/2021,52405,5,1223,0
Bauru,29/09/2020,10460,155,191,6
Bauru,29/10/2020,13849,177,246,2
Bauru,29/11/2020,15620,27,268,0
Bauru,29/12/2020,17982,154,299,8
Bauru,30/01/2021,22594,233,354,1
Bauru,30/03/2020,0,0,0,0
Bauru,30/03/2021,29524,224,567,19
Bauru,30/04/2020,103,11,7,1
Bauru,30/04/2021,34533,222,756,1
Bauru,30/05/2020,291,15,15,0
Bauru,30/05/2021,39139,103,884,4
Bauru,30/06/2020,1369,87,26,0
Bauru,30/06/2021,46039,48,1058,5
Bauru,30/07/2020,3583,269,67,6
Bauru,30/07/2021,50143,155,1177,4
Bauru,30/08/2020,6825,3,136,0
Bauru,30/08/2021,52407,2,1223,0
Bauru,30/09/2020,10552,92,193,2
Bauru,30/10/2020,13907,58,247,1
Bauru,30/11/2020,15622,2,268,0
Bauru,30/12/2020,18112,130,299,0
Bauru,31/01/2021,22618,24,354,0
Bauru,31/03/2020,1,1,0,0
Bauru,31/03/2021,29669,145,575,8
Bauru,31/05/2020,293,2,15,0
Bauru,31/05/2021,39182,43,884,0
Bauru,31/07/2020,3801,218,71,4
Bauru,31/07/2021,50278,135,1180,3
Bauru,31/08/2020,6829,4,136,0
Bauru,31/08/2021,52462,55,1222,-1
Bauru,31/10/2020,13913,6,248,1
Bauru,31/12/2020,18289,177,301,2
Botucatu,01/01/2021,4059,8,58,0
Botucatu,01/02/2021,6046,1,75,0
Botucatu,01/03/2021,7854,6,104,0
Botucatu,01/04/2020,0,0,0,0
Botucatu,01/04/2021,10081,151,157,1
Botucatu,01/05/2020,73,6,4,0
Botucatu,01/05/2021,10955,16,205,1
Botucatu,01/06/2020,284,0,7,0
Botucatu,01/06/2021,12170,84,232,3
Botucatu,01/07/2020,655,24,15,0
Botucatu,01/07/2021,15683,529,271,0
Botucatu,01/08/2020,1253,38,26,1
Botucatu,01/08/2021,17678,5,294,0
Botucatu,01/09/2020,1864,39,32,1
Botucatu,01/09/2021,18549,61,305,0
Botucatu,01/10/2020,2359,13,44,2
Botucatu,01/11/2020,2658,0,50,0
Botucatu,01/12/2020,3093,63,53,1
Botucatu,02/01/2021,4061,2,58,0
Botucatu,02/02/2021,6230,184,79,4
Botucatu,02/03/2021,7914,60,106,2
Botucatu,02/04/2020,0,0,0,0
Botucatu,02/04/2021,10157,76,159,2
Botucatu,02/05/2020,74,1,4,0
Botucatu,02/05/2021,10960,5,205,0
Botucatu,02/06/2020,302,18,7,0
Botucatu,02/06/2021,12225,55,233,1
Botucatu,02/07/2020,679,24,15,0
Botucatu,02/07/2021,16490,807,272,1
Botucatu,02/08/2020,1253,0,26,0
Botucatu,02/08/2021,17689,11,294,0
Botucatu,02/09/2021,18601,52,305,0
Botucatu,02/10/2020,2379,20,44,0
Botucatu,02/11/2020,2658,0,50,0
Botucatu,02/12/2020,3123,30,53,0
Botucatu,03/01/2021,4061,0,58,0
Botucatu,03/02/2021,6360,130,79,0
Botucatu,03/03/2021,7920,6,106,0
Botucatu,03/04/2020,0,0,0,0
Botucatu,03/04/2021,10168,11,159,0
Botucatu,03/05/2020,74,0,4,0
Botucatu,03/05/2021,10968,8,205,0
Botucatu,03/06/2020,304,2,7,0
Botucatu,03/06/2021,12293,68,235,2
Botucatu,03/07/2020,709,30,15,0
Botucatu,03/07/2021,16717,227,274,2
Botucatu,03/08/2020,1253,0,26,0
Botucatu,03/08/2021,17716,27,295,1
Botucatu,03/09/2020,1917,14,32,0
Botucatu,03/09/2021,18611,10,305,0
Botucatu,03/10/2020,2393,14,44,0
Botucatu,03/11/2020,2659,1,52,2
Botucatu,03/12/2020,3180,57,54,1
Botucatu,04/01/2021,4062,1,58,0
Botucatu,04/02/2021,6502,142,81,2
Botucatu,04/03/2021,8001,81,106,0
Botucatu,04/04/2020,7,7,0,0
Botucatu,04/04/2021,10171,3,159,0
Botucatu,04/05/2020,74,0,4,0
Botucatu,04/05/2021,11035,67,207,2
Botucatu,04/06/2020,325,21,7,0
Botucatu,04/06/2021,12297,4,235,0
Botucatu,04/07/2020,712,3,15,0
Botucatu,04/07/2021,16788,71,274,0
Botucatu,04/08/2020,1293,40,26,0
Botucatu,04/08/2021,17745,29,295,0
Botucatu,04/09/2020,1954,37,32,0
Botucatu,04/09/2021,18618,7,307,2
Botucatu,04/10/2020,2393,0,44,0
Botucatu,04/11/2020,2664,5,52,0
Botucatu,04/12/2020,3215,35,54,0
Botucatu,05/01/2021,4166,104,58,0
Botucatu,05/02/2021,6546,44,82,1
Botucatu,05/03/2021,8083,82,108,2
Botucatu,05/04/2020,7,0,0,0
Botucatu,05/04/2021,10181,10,159,0
Botucatu,05/05/2020,74,0,4,0
Botucatu,05/05/2021,11071,36,208,1
Botucatu,05/06/2020,344,19,8,1
Botucatu,05/06/2021,12319,22,237,2
Botucatu,05/07/2020,731,19,15,0
Botucatu,05/07/2021,16790,2,274,0
Botucatu,05/08/2020,1291,-2,26,0
Botucatu,05/08/2021,17762,17,295,0
Botucatu,05/09/2020,1973,19,33,1
Botucatu,05/09/2021,18625,7,307,0
Botucatu,05/10/2020,2393,0,44,0
Botucatu,05/11/2020,2671,7,52,0
Botucatu,05/12/2020,3276,61,54,0
Botucatu,06/01/2021,4252,86,59,1
Botucatu,06/02/2021,6624,78,84,2
Botucatu,06/03/2021,8185,102,108,0
Botucatu,06/04/2020,7,0,0,0
Botucatu,06/04/2021,10294,113,162,3
Botucatu,06/05/2020,84,10,4,0
Botucatu,06/05/2021,11125,54,210,2
Botucatu,06/06/2020,343,-1,9,1
Botucatu,06/06/2021,12327,8,237,0
Botucatu,06/07/2020,758,27,15,0
Botucatu,06/07/2021,16846,56,274,0
Botucatu,06/08/2020,1332,41,27,1
Botucatu,06/08/2021,17789,27,295,0
Botucatu,06/09/2020,1986,13,33,0
Botucatu,06/09/2021,18630,5,307,0
Botucatu,06/10/2020,2412,19,45,1
Botucatu,06/11/2020,2671,0,52,0
Botucatu,06/12/2020,3280,4,55,1
Botucatu,07/01/2021,4378,126,60,1
Botucatu,07/02/2021,6646,22,84,0
Botucatu,07/03/2021,8260,75,108,0
Botucatu,07/04/2020,8,1,0,0
Botucatu,07/04/2021,10369,75,163,1
Botucatu,07/05/2020,88,4,5,1
Botucatu,07/05/2021,11163,38,210,0
Botucatu,07/06/2020,378,35,9,0
Botucatu,07/06/2021,12333,6,237,0
Botucatu,07/07/2020,771,13,16,1
Botucatu,07/07/2021,17058,212,276,2
Botucatu,07/08/2020,1345,13,27,0
Botucatu,07/08/2021,17840,51,296,1
Botucatu,07/09/2020,2004,18,33,0
Botucatu,07/09/2021,18636,6,307,0
Botucatu,07/10/2020,2421,9,47,2
Botucatu,07/11/2020,2671,0,52,0
Botucatu,07/12/2020,3310,30,55,0
Botucatu,08/01/2021,4440,62,61,1
Botucatu,08/02/2021,6646,0,84,0
Botucatu,08/03/2021,8271,11,108,0
Botucatu,08/04/2020,9,1,1,1
Botucatu,08/04/2021,10506,137,165,2
Botucatu,08/05/2020,90,2,5,0
Botucatu,08/05/2021,11204,41,211,1
Botucatu,08/06/2020,380,2,9,0
Botucatu,08/06/2021,12357,24,242,5
Botucatu,08/07/2020,772,1,16,0
Botucatu,08/07/2021,17123,65,277,1
Botucatu,08/08/2020,1384,39,27,0
Botucatu,08/08/2021,17842,2,296,0
Botucatu,08/09/2020,2004,0,33,0
Botucatu,08/09/2021,18642,6,307,0
Botucatu,08/10/2020,2433,12,47,0
Botucatu,08/11/2020,2671,0,52,0
Botucatu,08/12/2020,3309,-1,55,0
Botucatu,09/01/2021,4500,60,61,0
Botucatu,09/02/2021,6712,66,88,4
Botucatu,09/03/2021,8317,46,108,0
Botucatu,09/04/2020,15,6,1,0
Botucatu,09/04/2021,10533,27,166,1
Botucatu,09/05/2020,95,5,5,0
Botucatu,09/05/2021,11214,10,211,0
Botucatu,09/06/2020,383,3,9,0
Botucatu,09/06/2021,12366,9,246,4
Botucatu,09/07/2020,791,19,17,1
Botucatu,09/07/2021,17148,25,280,3
Botucatu,09/08/2020,1404,20,28,1
Botucatu,09/08/2021,17858,16,296,0
Botucatu,09/09/2020,2016,12,36,3
Botucatu,09/10/2020,2443,10,47,0
Botucatu,09/11/2020,2671,0,52,0
Botucatu,09/12/2020,3354,45,55,0
Botucatu,10/01/2021,4502,2,61,0
Botucatu,10/02/2021,6752,40,88,0
Botucatu,10/03/2021,8385,68,111,3
Botucatu,10/04/2020,15,0,1,0
Botucatu,10/04/2021,10576,43,169,3
Botucatu,10/05/2020,101,6,5,0
Botucatu,10/05/2021,11237,23,211,0
Botucatu,10/06/2020,393,10,9,0
Botucatu,10/06/2021,12425,59,249,3
Botucatu,10/07/2020,818,27,18,1
Botucatu,10/07/2021,17159,11,280,0
Botucatu,10/08/2020,1404,0,28,0
Botucatu,10/08/2021,17875,17,297,1
Botucatu,10/09/2020,2040,24,36,0
Botucatu,10/10/2020,2459,16,47,0
Botucatu,10/11/2020,2671,0,52,0
Botucatu,10/12/2020,3442,88,55,0
Botucatu,11/01/2021,4552,50,63,2
Botucatu,11/02/2021,6797,45,88,0
Botucatu,11/03/2021,8485,100,113,2
Botucatu,11/04/2020,15,0,1,0
Botucatu,11/04/2021,10629,53,171,2
Botucatu,11/05/2020,101,0,5,0
Botucatu,11/05/2021,11306,69,211,0
Botucatu,11/06/2020,411,18,9,0
Botucatu,11/06/2021,12554,129,250,1
Botucatu,11/07/2020,840,22,18,0
Botucatu,11/07/2021,17158,-1,280,0
Botucatu,11/08/2020,1433,29,28,0
Botucatu,11/08/2021,17886,11,297,0
Botucatu,11/09/2020,2059,19,37,1
Botucatu,11/10/2020,2459,0,47,0
Botucatu,11/11/2020,2730,59,52,0
Botucatu,11/12/2020,3456,14,55,0
Botucatu,12/01/2021,4574,22,64,1
Botucatu,12/02/2021,6935,138,91,3
Botucatu,12/03/2021,8503,18,114,1
Botucatu,12/04/2020,15,0,1,0
Botucatu,12/04/2021,10633,4,174,3
Botucatu,12/05/2020,106,5,5,0
Botucatu,12/05/2021,11333,27,211,0
Botucatu,12/06/2020,425,14,9,0
Botucatu,12/06/2021,12655,101,252,2
Botucatu,12/07/2020,841,1,18,0
Botucatu,12/07/2021,17161,3,280,0
Botucatu,12/08/2020,1451,18,28,0
Botucatu,12/08/2021,17959,73,297,0
Botucatu,12/09/2020,2090,31,38,1
Botucatu,12/10/2020,2461,2,48,1
Botucatu,12/11/2020,2735,5,52,0
Botucatu,12/12/2020,3488,32,56,1
Botucatu,13/01/2021,4698,124,66,2
Botucatu,13/02/2021,6948,13,91,0
Botucatu,13/03/2021,8618,115,115,1
Botucatu,13/04/2020,16,1,1,0
Botucatu,13/04/2021,10646,13,175,1
Botucatu,13/05/2020,121,15,5,0
Botucatu,13/05/2021,11419,86,211,0
Botucatu,13/06/2020,426,1,10,1
Botucatu,13/06/2021,12665,10,252,0
Botucatu,13/07/2020,841,0,18,0
Botucatu,13/07/2021,17170,9,282,2
Botucatu,13/08/2020,1465,14,28,0
Botucatu,13/08/2021,18013,54,297,0
Botucatu,13/09/2020,2093,3,38,0
Botucatu,13/10/2020,2463,2,48,0
Botucatu,13/11/2020,2749,14,52,0
Botucatu,13/12/2020,3488,0,56,0
Botucatu,14/01/2021,4840,142,67,1
Botucatu,14/02/2021,6948,0,91,0
Botucatu,14/03/2021,8747,129,115,0
Botucatu,14/04/2020,23,7,2,1
Botucatu,14/04/2021,10660,14,177,2
Botucatu,14/05/2020,124,3,5,0
Botucatu,14/05/2021,11492,73,211,0
Botucatu,14/06/2020,427,1,10,0
Botucatu,14/06/2021,12670,5,252,0
Botucatu,14/07/2020,885,44,18,0
Botucatu,14/07/2021,17233,63,282,0
Botucatu,14/08/2020,1497,32,28,0
Botucatu,14/08/2021,18025,12,298,1
Botucatu,14/09/2020,2096,3,38,0
Botucatu,14/10/2020,2485,22,47,-1
Botucatu,14/11/2020,2750,1,52,0
Botucatu,14/12/2020,3489,1,56,0
Botucatu,15/01/2021,4965,125,67,0
Botucatu,15/02/2021,6951,3,91,0
Botucatu,15/03/2021,8760,13,118,3
Botucatu,15/04/2020,23,0,2,0
Botucatu,15/04/2021,10669,9,177,0
Botucatu,15/05/2020,130,6,5,0
Botucatu,15/05/2021,11533,41,211,0
Botucatu,15/06/2020,428,1,10,0
Botucatu,15/06/2021,12767,97,254,2
Botucatu,15/07/2020,891,6,19,1
Botucatu,15/07/2021,17267,34,283,1
Botucatu,15/08/2020,1526,29,28,0
Botucatu,15/08/2021,18036,11,298,0
Botucatu,15/09/2020,2115,19,39,1
Botucatu,15/10/2020,2494,9,47,0
Botucatu,15/11/2020,2750,0,52,0
Botucatu,15/12/2020,3495,6,56,0
Botucatu,16/01/2021,5024,59,68,1
Botucatu,16/02/2021,7091,140,93,2
Botucatu,16/03/2021,8772,12,118,0
Botucatu,16/04/2020,24,1,2,0
Botucatu,16/04/2021,10678,9,180,3
Botucatu,16/05/2020,143,13,6,1
Botucatu,16/05/2021,11544,11,211,0
Botucatu,16/06/2020,444,16,10,0
Botucatu,16/06/2021,12941,174,254,0
Botucatu,16/07/2020,900,9,19,0
Botucatu,16/07/2021,17310,43,283,0
Botucatu,16/08/2020,1545,19,28,0
Botucatu,16/08/2021,18048,12,298,0
Botucatu,16/09/2020,2138,23,39,0
Botucatu,16/10/2020,2498,4,47,0
Botucatu,16/11/2020,2751,1,52,0
Botucatu,16/12/2020,3495,0,56,0
Botucatu,17/01/2021,5112,88,68,0
Botucatu,17/02/2021,7101,10,93,0
Botucatu,17/03/2021,8937,165,121,3
Botucatu,17/04/2020,27,3,2,0
Botucatu,17/04/2021,10689,11,183,3
Botucatu,17/05/2020,151,8,6,0
Botucatu,17/05/2021,11570,26,211,0
Botucatu,17/06/2020,444,0,10,0
Botucatu,17/06/2021,13015,74,256,2
Botucatu,17/07/2020,918,18,19,0
Botucatu,17/07/2021,17310,0,283,0
